step_count,duration_seconds,filename,timestamp,model,quality,prompt
1,18,20250302_114400_1steps_castle.png,2025-03-02 11:44:18,schnell,4,"castle"
3,30,20250302_114418_3steps_castle.png,2025-03-02 11:44:48,schnell,4,"castle"
