step_count,duration_seconds,filename,timestamp,model,quality,prompt
1,18,20250302_114818_1steps_castle.png,2025-03-02 11:48:36,schnell,4,"castle"
3,31,20250302_114836_3steps_castle.png,2025-03-02 11:49:07,schnell,4,"castle"
7,66,20250302_114907_7steps_castle.png,2025-03-02 11:50:13,schnell,4,"castle"
10,106,20250302_115013_10steps_castle.png,2025-03-02 11:51:59,schnell,4,"castle"
